convoID,ambientVariant,processedVolume,technology,model,wer,S,D,I,S_med,D_med,I_med,mwer
39609911,trafficOutside,-25dBFS,whisper,large,0.0634304207119741,29,9,12,5,0,4,0.10112359550561797
39609911,trafficOutside,-30dBFS,whisper,large,0.09255663430420712,31,11,16,7,0,5,0.1348314606741573
39609911,trafficOutside,-35dBFS,whisper,large,0.16051779935275082,32,15,16,6,1,5,0.1348314606741573
39637559,insideAmbulance,-15dBFS,whisper,large,0.28300803673938,150,29,38,25,3,8,0.2647058823529412
39637559,insideAmbulance,-20dBFS,whisper,large,0.10734787600459242,80,10,25,5,0,4,0.0661764705882353
39637559,insideAmbulance,-25dBFS,whisper,large,0.08036739380022963,61,9,21,5,2,3,0.07352941176470588
39637559,insideAmbulance,-30dBFS,whisper,large,0.08495981630309989,55,8,20,3,0,2,0.03676470588235294
39637559,insideAmbulance,-35dBFS,whisper,large,0.1251435132032147,58,11,19,7,1,4,0.08823529411764706
39637559,insideCrowded,-15dBFS,whisper,large,0.49770378874856486,226,47,84,35,4,4,0.3161764705882353
39637559,insideCrowded,-20dBFS,whisper,large,0.2227324913892078,140,13,36,15,1,3,0.13970588235294118
39637559,insideCrowded,-25dBFS,whisper,large,0.21239954075774972,79,7,45,10,2,8,0.14705882352941177
39637559,insideCrowded,-30dBFS,whisper,large,0.11710677382319173,67,11,36,7,2,6,0.11029411764705882
39637559,insideCrowded,-35dBFS,whisper,large,0.08897818599311137,55,6,24,3,1,2,0.04411764705882353
39637559,talking,-15dBFS,whisper,large,0.1928817451205511,116,10,45,17,3,1,0.15441176470588236
39637559,talking,-20dBFS,whisper,large,0.11021814006888633,69,3,22,5,1,3,0.0661764705882353
39637559,talking,-25dBFS,whisper,large,0.12342135476463835,60,6,19,4,1,2,0.051470588235294115
39637559,talking,-30dBFS,whisper,large,0.20780711825487944,60,7,36,9,2,8,0.13970588235294118
39637559,talking,-35dBFS,whisper,large,0.11308840413318025,53,10,19,5,2,3,0.07352941176470588
39637559,trafficOutside,-15dBFS,whisper,large,0.21182548794489092,92,9,36,12,3,7,0.16176470588235295
39637559,trafficOutside,-20dBFS,whisper,large,0.08323765786452354,58,8,20,6,2,1,0.0661764705882353
39637559,trafficOutside,-25dBFS,whisper,large,0.12629161882893225,62,9,23,7,2,4,0.09558823529411764
39637559,trafficOutside,-30dBFS,whisper,large,0.09816303099885189,56,9,14,7,4,2,0.09558823529411764
39637559,trafficOutside,-35dBFS,whisper,large,0.2365097588978186,62,9,36,7,1,11,0.13970588235294118
39639914,insideAmbulance,-15dBFS,whisper,large,0.1311576354679803,92,14,20,13,2,2,0.22077922077922077
39639914,insideAmbulance,-20dBFS,whisper,large,0.0665024630541872,40,6,9,4,2,0,0.07792207792207792
39639914,insideAmbulance,-25dBFS,whisper,large,0.07266009852216748,32,8,14,0,1,0,0.012987012987012988
39639914,insideAmbulance,-30dBFS,whisper,large,0.10960591133004927,31,9,20,0,1,0,0.012987012987012988
39639914,insideAmbulance,-35dBFS,whisper,large,0.19889162561576354,37,6,24,2,1,5,0.1038961038961039
39639914,insideCrowded,-15dBFS,whisper,large,0.35098522167487683,179,39,51,24,4,3,0.4025974025974026
39639914,insideCrowded,-20dBFS,whisper,large,0.2395320197044335,80,25,21,13,4,3,0.2597402597402597
39639914,insideCrowded,-25dBFS,whisper,large,0.08559113300492611,41,12,17,5,2,2,0.11688311688311688
39639914,insideCrowded,-30dBFS,whisper,large,0.12561576354679804,33,17,14,4,3,3,0.12987012987012986
39639914,insideCrowded,-35dBFS,whisper,large,0.09421182266009852,33,9,12,4,2,3,0.11688311688311688
39639914,talking,-15dBFS,whisper,large,0.13608374384236452,73,13,25,9,1,2,0.15584415584415584
39639914,talking,-20dBFS,whisper,large,0.07327586206896551,44,12,11,4,2,2,0.1038961038961039
39639914,talking,-25dBFS,whisper,large,0.15147783251231528,39,9,22,2,1,1,0.05194805194805195
39639914,talking,-30dBFS,whisper,large,0.06834975369458128,35,8,14,2,1,2,0.06493506493506493
39639914,talking,-35dBFS,whisper,large,0.2062807881773399,39,9,30,4,3,4,0.14285714285714285
39639914,trafficOutside,-15dBFS,whisper,large,0.20381773399014777,69,21,27,9,3,4,0.2077922077922078
39639914,trafficOutside,-20dBFS,whisper,large,0.14901477832512317,47,15,17,4,4,2,0.12987012987012986
39639914,trafficOutside,-25dBFS,whisper,large,0.16748768472906403,46,14,22,6,2,3,0.14285714285714285
39639914,trafficOutside,-30dBFS,whisper,large,0.19273399014778325,38,7,25,4,2,4,0.12987012987012986
39639914,trafficOutside,-35dBFS,whisper,large,0.07820197044334976,39,11,10,6,1,1,0.1038961038961039
39699150,insideAmbulance,-15dBFS,whisper,large,0.15894868585732166,109,10,33,18,0,2,0.2127659574468085
39699150,insideAmbulance,-20dBFS,whisper,large,0.08197747183979975,56,10,17,9,3,1,0.13829787234042554
39699150,insideAmbulance,-25dBFS,whisper,large,0.13016270337922403,50,8,27,6,0,5,0.11702127659574468
39699150,insideAmbulance,-30dBFS,whisper,large,0.21088861076345433,67,5,33,5,0,3,0.0851063829787234
39699150,insideAmbulance,-35dBFS,whisper,large,0.29161451814768463,54,4,63,9,0,18,0.2872340425531915
39699150,insideCrowded,-15dBFS,whisper,large,0.4530663329161452,191,47,54,27,7,3,0.39361702127659576
39699150,insideCrowded,-20dBFS,whisper,large,0.11639549436795996,83,10,29,12,1,3,0.1702127659574468
39699150,insideCrowded,-25dBFS,whisper,large,0.08760951188986232,50,7,19,7,0,2,0.09574468085106383
39699150,insideCrowded,-30dBFS,whisper,large,0.060075093867334166,55,5,11,8,0,1,0.09574468085106383
39699150,insideCrowded,-35dBFS,whisper,large,0.18898623279098872,54,5,28,8,0,4,0.1276595744680851
39699150,talking,-15dBFS,whisper,large,0.1620775969962453,86,12,22,11,2,5,0.19148936170212766
39699150,talking,-20dBFS,whisper,large,0.3197747183979975,68,6,36,10,1,8,0.20212765957446807
39699150,talking,-25dBFS,whisper,large,0.10575719649561953,57,7,19,9,1,2,0.1276595744680851
39699150,talking,-30dBFS,whisper,large,0.139549436795995,50,6,18,8,0,1,0.09574468085106383
39699150,talking,-35dBFS,whisper,large,0.07822277847309136,48,6,18,7,0,3,0.10638297872340426
39699150,trafficOutside,-15dBFS,whisper,large,0.1357947434292866,68,11,29,11,2,2,0.1595744680851064
39699150,trafficOutside,-20dBFS,whisper,large,0.17521902377972465,61,11,29,9,1,4,0.14893617021276595
39699150,trafficOutside,-25dBFS,whisper,large,0.19524405506883605,56,15,20,7,3,1,0.11702127659574468
39699150,trafficOutside,-30dBFS,whisper,large,0.1583229036295369,45,11,24,4,0,7,0.11702127659574468
39699150,trafficOutside,-35dBFS,whisper,large,0.11576971214017522,47,6,26,5,0,2,0.07446808510638298
39984868,insideAmbulance,-15dBFS,whisper,large,0.12323727774371551,103,19,28,15,1,1,0.1559633027522936
39984868,insideAmbulance,-20dBFS,whisper,large,0.18516247700797056,54,6,29,3,0,11,0.12844036697247707
39984868,insideAmbulance,-25dBFS,whisper,large,0.17228694052728388,46,9,27,4,2,4,0.09174311926605505
39984868,insideAmbulance,-30dBFS,whisper,large,0.15021459227467812,40,3,25,4,0,8,0.11009174311926606
39984868,insideAmbulance,-35dBFS,whisper,large,0.05947271612507664,41,3,12,3,0,1,0.03669724770642202
39984868,insideCrowded,-15dBFS,whisper,large,0.4347026364193746,191,51,57,31,13,6,0.45871559633027525
39984868,insideCrowded,-20dBFS,whisper,large,0.15695892090741875,97,21,28,13,2,3,0.1651376146788991
39984868,insideCrowded,-25dBFS,whisper,large,0.13979153893316984,55,7,19,4,0,2,0.05504587155963303
39984868,insideCrowded,-30dBFS,whisper,large,0.12691600245248313,47,5,25,7,0,5,0.11009174311926606
39984868,insideCrowded,-35dBFS,whisper,large,0.10668301655426118,41,6,18,5,2,3,0.09174311926605505
39984868,talking,-15dBFS,whisper,large,0.1747394236664623,89,14,30,14,0,6,0.1834862385321101
39984868,talking,-20dBFS,whisper,large,0.0950337216431637,57,8,20,5,0,0,0.045871559633027525
39984868,talking,-25dBFS,whisper,large,0.07480073574494175,45,9,9,3,1,1,0.045871559633027525
39984868,talking,-30dBFS,whisper,large,0.1342734518700184,39,5,22,3,0,5,0.07339449541284404
39984868,talking,-35dBFS,whisper,large,0.061925199264255056,33,3,16,2,0,3,0.045871559633027525
39984868,trafficOutside,-15dBFS,whisper,large,0.14285714285714285,65,24,20,4,2,5,0.10091743119266056
39984868,trafficOutside,-20dBFS,whisper,large,0.11710606989576947,62,14,18,4,3,1,0.07339449541284404
39984868,trafficOutside,-25dBFS,whisper,large,0.11281422440220723,45,8,17,4,0,3,0.06422018348623854
39984868,trafficOutside,-30dBFS,whisper,large,0.31759656652360513,53,23,13,10,8,2,0.1834862385321101
39984868,trafficOutside,-35dBFS,whisper,large,0.11097486204782342,37,7,13,2,0,2,0.03669724770642202
30013825,insideAmbulance,-15dBFS,whisper,medium,0.17210093563935355,351,32,38,33,7,8,0.15
30013825,insideAmbulance,-20dBFS,whisper,medium,0.1641621774879501,412,48,21,25,2,1,0.0875
30013825,insideAmbulance,-25dBFS,whisper,medium,0.14346470087893393,363,7,17,21,2,4,0.084375
30013825,insideAmbulance,-30dBFS,whisper,medium,0.14601644457045648,346,9,14,14,3,1,0.05625
30013825,insideAmbulance,-35dBFS,whisper,medium,0.125886022115112,344,8,14,18,3,3,0.075
30013825,insideCrowded,-15dBFS,whisper,medium,0.36915225404026086,629,172,65,55,8,5,0.2125
30013825,insideCrowded,-20dBFS,whisper,medium,0.18202438332860787,360,13,70,38,4,2,0.1375
30013825,insideCrowded,-25dBFS,whisper,medium,0.1326906719591721,340,13,14,23,1,2,0.08125
30013825,insideCrowded,-30dBFS,whisper,medium,0.14006237595690388,346,10,18,18,3,4,0.078125
30013825,insideCrowded,-35dBFS,whisper,medium,0.13666005103487383,350,7,14,16,2,1,0.059375
30013825,talking,-15dBFS,whisper,medium,0.15310462149135243,346,23,29,37,2,2,0.128125
30013825,talking,-20dBFS,whisper,medium,0.14148001134108307,374,13,22,30,3,3,0.1125
30013825,talking,-25dBFS,whisper,medium,0.14006237595690388,365,9,18,23,4,4,0.096875
30013825,talking,-30dBFS,whisper,medium,0.13694357811170968,345,10,15,17,2,3,0.06875
30013825,talking,-35dBFS,whisper,medium,0.12503544088460447,346,7,15,20,0,4,0.075
30013825,trafficOutside,-15dBFS,whisper,medium,0.16529628579529346,369,15,23,29,4,6,0.121875
30013825,trafficOutside,-20dBFS,whisper,medium,0.12078253473206692,202,16,24,22,4,5,0.096875
30013825,trafficOutside,-25dBFS,whisper,medium,0.13751063226538135,300,7,23,17,3,7,0.084375
30013825,trafficOutside,-30dBFS,whisper,medium,0.12730365749929118,347,7,20,17,2,4,0.071875
30013825,trafficOutside,-35dBFS,whisper,medium,0.1267366033456195,346,8,16,18,3,1,0.06875
30114157,insideAmbulance,-15dBFS,whisper,medium,0.21886559802712702,133,26,20,21,4,1,0.2826086956521739
30114157,insideAmbulance,-20dBFS,whisper,medium,0.12268803945745993,75,13,13,10,3,0,0.14130434782608695
30114157,insideAmbulance,-25dBFS,whisper,medium,0.10357583230579531,45,8,9,5,3,2,0.10869565217391304
30114157,insideAmbulance,-30dBFS,whisper,medium,0.0752157829839704,41,7,7,4,2,2,0.08695652173913043
30114157,insideAmbulance,-35dBFS,whisper,medium,0.11344019728729964,44,8,11,4,2,1,0.07608695652173914
30114157,insideCrowded,-15dBFS,whisper,medium,0.4919852034525277,229,53,56,36,5,2,0.4673913043478261
30114157,insideCrowded,-20dBFS,whisper,medium,0.17940813810110975,132,15,32,14,3,4,0.22826086956521738
30114157,insideCrowded,-25dBFS,whisper,medium,0.1029593094944513,53,9,11,8,2,1,0.11956521739130435
30114157,insideCrowded,-30dBFS,whisper,medium,0.07953144266337854,39,11,10,5,2,1,0.08695652173913043
30114157,insideCrowded,-35dBFS,whisper,medium,0.0752157829839704,37,8,7,6,2,1,0.09782608695652174
30114157,talking,-15dBFS,whisper,medium,0.16152897657213316,99,27,14,15,4,1,0.21739130434782608
30114157,talking,-20dBFS,whisper,medium,0.12700369913686807,60,12,13,6,2,1,0.09782608695652174
30114157,talking,-25dBFS,whisper,medium,0.08138101109741061,46,6,13,5,2,2,0.09782608695652174
30114157,talking,-30dBFS,whisper,medium,0.07583230579531443,36,9,8,6,2,0,0.08695652173913043
30114157,talking,-35dBFS,whisper,medium,0.08569667077681874,35,8,11,5,2,2,0.09782608695652174
30114157,trafficOutside,-15dBFS,whisper,medium,0.13933415536374846,70,20,11,12,4,0,0.17391304347826086
30114157,trafficOutside,-20dBFS,whisper,medium,0.09741060419235512,57,17,6,7,3,1,0.11956521739130435
30114157,trafficOutside,-25dBFS,whisper,medium,0.07644882860665844,43,10,7,4,4,2,0.10869565217391304
30114157,trafficOutside,-30dBFS,whisper,medium,0.10974106041923551,48,9,11,7,2,1,0.10869565217391304
30114157,trafficOutside,-35dBFS,whisper,medium,0.07336621454993834,42,10,8,7,1,1,0.09782608695652174
30238398,insideAmbulance,-15dBFS,whisper,medium,0.18170878459687123,128,20,33,20,3,2,0.26881720430107525
30238398,insideAmbulance,-20dBFS,whisper,medium,0.061371841155234655,64,7,8,6,0,0,0.06451612903225806
30238398,insideAmbulance,-25dBFS,whisper,medium,0.03309265944645006,40,3,3,5,0,0,0.053763440860215055
30238398,insideAmbulance,-30dBFS,whisper,medium,0.04693140794223827,42,6,6,10,0,1,0.11827956989247312
30238398,insideAmbulance,-35dBFS,whisper,medium,0.03730445246690734,45,1,6,5,0,0,0.053763440860215055
30238398,insideCrowded,-15dBFS,whisper,medium,0.5499398315282792,247,57,51,31,6,2,0.41935483870967744
30238398,insideCrowded,-20dBFS,whisper,medium,0.13237063778580024,108,15,26,21,0,3,0.25806451612903225
30238398,insideCrowded,-25dBFS,whisper,medium,0.052346570397111915,49,3,13,2,0,2,0.043010752688172046
30238398,insideCrowded,-30dBFS,whisper,medium,0.04693140794223827,46,2,10,5,0,2,0.07526881720430108
30238398,insideCrowded,-35dBFS,whisper,medium,0.032490974729241874,33,4,6,2,0,0,0.021505376344086023
30238398,talking,-15dBFS,whisper,medium,0.13598074608904934,122,24,15,24,1,4,0.3118279569892473
30238398,talking,-20dBFS,whisper,medium,0.05174488567990373,61,1,8,7,0,1,0.08602150537634409
30238398,talking,-25dBFS,whisper,medium,0.029482551143200964,33,2,4,1,0,0,0.010752688172043012
30238398,talking,-30dBFS,whisper,medium,0.03429602888086643,43,0,6,1,0,0,0.010752688172043012
30238398,talking,-35dBFS,whisper,medium,0.0421179302045728,27,6,6,4,0,0,0.043010752688172046
30238398,trafficOutside,-15dBFS,whisper,medium,0.08904933814681107,61,11,6,10,1,1,0.12903225806451613
30238398,trafficOutside,-20dBFS,whisper,medium,0.05956678700361011,38,7,8,2,1,1,0.043010752688172046
30238398,trafficOutside,-25dBFS,whisper,medium,0.04632972322503008,47,6,6,3,0,0,0.03225806451612903
30238398,trafficOutside,-30dBFS,whisper,medium,0.025872442839951864,27,1,6,5,0,0,0.053763440860215055
30238398,trafficOutside,-35dBFS,whisper,medium,0.0210589651022864,24,0,4,2,0,0,0.021505376344086023
30328724,insideAmbulance,-15dBFS,whisper,medium,0.13210702341137123,118,24,22,15,6,1,0.23157894736842105
30328724,insideAmbulance,-20dBFS,whisper,medium,0.10367892976588629,89,17,19,17,1,0,0.18947368421052632
30328724,insideAmbulance,-25dBFS,whisper,medium,0.06075808249721293,64,12,9,8,1,2,0.11578947368421053
30328724,insideAmbulance,-30dBFS,whisper,medium,0.12040133779264214,67,15,13,7,1,4,0.12631578947368421
30328724,insideAmbulance,-35dBFS,whisper,medium,0.08528428093645485,63,13,8,6,1,2,0.09473684210526316
30328724,insideCrowded,-15dBFS,whisper,medium,0.37235228539576365,204,53,41,36,3,6,0.47368421052631576
30328724,insideCrowded,-20dBFS,whisper,medium,0.12207357859531773,111,18,17,14,5,0,0.2
30328724,insideCrowded,-25dBFS,whisper,medium,0.11482720178372352,79,16,16,15,1,1,0.17894736842105263
30328724,insideCrowded,-30dBFS,whisper,medium,0.08472686733556299,74,16,12,13,1,2,0.16842105263157894
30328724,insideCrowded,-35dBFS,whisper,medium,0.09754738015607581,106,13,10,7,1,2,0.10526315789473684
30328724,talking,-15dBFS,whisper,medium,0.11872909698996656,112,19,20,15,4,0,0.2
30328724,talking,-20dBFS,whisper,medium,0.08249721293199554,84,16,16,8,1,1,0.10526315789473684
30328724,talking,-25dBFS,whisper,medium,0.08082497212931995,66,14,12,8,1,2,0.11578947368421053
30328724,talking,-30dBFS,whisper,medium,0.07413600891861762,61,15,7,7,1,1,0.09473684210526316
30328724,talking,-35dBFS,whisper,medium,0.08138238573021182,57,14,9,7,1,0,0.08421052631578947
30328724,trafficOutside,-15dBFS,whisper,medium,0.14214046822742474,81,22,8,13,3,0,0.16842105263157894
30328724,trafficOutside,-20dBFS,whisper,medium,0.09810479375696766,75,18,13,12,1,3,0.16842105263157894
30328724,trafficOutside,-25dBFS,whisper,medium,0.08862876254180602,69,18,11,7,1,1,0.09473684210526316
30328724,trafficOutside,-30dBFS,whisper,medium,0.11259754738015608,103,15,13,4,1,1,0.06315789473684211
30328724,trafficOutside,-35dBFS,whisper,medium,0.0802675585284281,58,12,13,4,0,1,0.05263157894736842
30394981,insideAmbulance,-15dBFS,whisper,medium,0.20335820895522388,136,22,21,20,3,0,0.23958333333333334
30394981,insideAmbulance,-20dBFS,whisper,medium,0.07587064676616916,73,9,9,12,0,2,0.14583333333333334
30394981,insideAmbulance,-25dBFS,whisper,medium,0.07835820895522388,49,11,12,1,0,2,0.03125
30394981,insideAmbulance,-30dBFS,whisper,medium,0.04042288557213931,42,7,6,0,0,1,0.010416666666666666
30394981,insideAmbulance,-35dBFS,whisper,medium,0.09701492537313433,45,8,9,2,2,3,0.07291666666666667
30394981,insideCrowded,-15dBFS,whisper,medium,0.42786069651741293,211,71,46,37,13,6,0.5833333333333334
30394981,insideCrowded,-20dBFS,whisper,medium,0.16480099502487564,113,11,19,17,2,3,0.22916666666666666
30394981,insideCrowded,-25dBFS,whisper,medium,0.05472636815920398,58,8,8,12,0,0,0.125
30394981,insideCrowded,-30dBFS,whisper,medium,0.05161691542288557,45,6,8,6,0,1,0.07291666666666667
30394981,insideCrowded,-35dBFS,whisper,medium,0.07835820895522388,46,18,5,7,1,1,0.09375
30394981,talking,-15dBFS,whisper,medium,0.12437810945273632,107,21,16,15,3,0,0.1875
30394981,talking,-20dBFS,whisper,medium,0.06654228855721393,65,12,6,13,0,1,0.14583333333333334
30394981,talking,-25dBFS,whisper,medium,0.04975124378109453,50,10,5,7,0,1,0.08333333333333333
30394981,talking,-30dBFS,whisper,medium,0.043532338308457715,44,7,8,7,0,1,0.08333333333333333
30394981,talking,-35dBFS,whisper,medium,0.03855721393034826,37,8,5,6,0,1,0.07291666666666667
30394981,trafficOutside,-15dBFS,whisper,medium,0.10696517412935323,62,16,10,10,3,1,0.14583333333333334
30394981,trafficOutside,-20dBFS,whisper,medium,0.07524875621890548,54,8,10,10,0,2,0.125
30394981,trafficOutside,-25dBFS,whisper,medium,0.05099502487562189,50,6,8,6,1,1,0.08333333333333333
30394981,trafficOutside,-30dBFS,whisper,medium,0.03917910447761194,40,8,7,5,0,1,0.0625
30394981,trafficOutside,-35dBFS,whisper,medium,0.041044776119402986,42,7,5,5,0,1,0.0625
30414683,insideAmbulance,-15dBFS,whisper,medium,0.24481865284974094,173,21,30,31,3,2,0.34951456310679613
30414683,insideAmbulance,-20dBFS,whisper,medium,0.10621761658031088,111,10,11,11,1,1,0.1262135922330097
30414683,insideAmbulance,-25dBFS,whisper,medium,0.0939119170984456,89,7,15,9,0,3,0.11650485436893204
30414683,insideAmbulance,-30dBFS,whisper,medium,0.08031088082901554,87,8,12,11,0,0,0.10679611650485436
30414683,insideAmbulance,-35dBFS,whisper,medium,0.07966321243523317,84,8,11,11,0,2,0.1262135922330097
30414683,insideCrowded,-15dBFS,whisper,medium,0.49287564766839376,246,41,70,40,6,4,0.4854368932038835
30414683,insideCrowded,-20dBFS,whisper,medium,0.15803108808290156,143,14,18,18,0,0,0.17475728155339806
30414683,insideCrowded,-25dBFS,whisper,medium,0.08808290155440414,94,7,10,11,0,2,0.1262135922330097
30414683,insideCrowded,-30dBFS,whisper,medium,0.0744818652849741,79,8,9,2,0,1,0.02912621359223301
30414683,insideCrowded,-35dBFS,whisper,medium,0.0783678756476684,80,8,12,2,0,1,0.02912621359223301
30414683,talking,-15dBFS,whisper,medium,0.172279792746114,147,27,27,17,2,1,0.1941747572815534
30414683,talking,-20dBFS,whisper,medium,0.09520725388601037,94,12,15,7,0,0,0.06796116504854369
30414683,talking,-25dBFS,whisper,medium,0.08290155440414508,92,4,9,18,0,0,0.17475728155339806
30414683,talking,-30dBFS,whisper,medium,0.08873056994818652,90,4,16,15,0,1,0.1553398058252427
30414683,talking,-35dBFS,whisper,medium,0.0900259067357513,88,5,18,12,0,0,0.11650485436893204
30414683,trafficOutside,-15dBFS,whisper,medium,0.13665803108808292,123,16,11,8,2,2,0.11650485436893204
30414683,trafficOutside,-20dBFS,whisper,medium,0.10686528497409327,87,15,12,7,1,0,0.07766990291262135
30414683,trafficOutside,-25dBFS,whisper,medium,0.08484455958549222,83,8,17,3,0,0,0.02912621359223301
30414683,trafficOutside,-30dBFS,whisper,medium,0.07512953367875648,83,7,13,6,0,0,0.05825242718446602
30414683,trafficOutside,-35dBFS,whisper,medium,0.06994818652849741,79,8,11,4,0,0,0.038834951456310676
30422892,insideAmbulance,-15dBFS,whisper,medium,0.18839808408728048,164,23,45,15,1,3,0.1958762886597938
30422892,insideAmbulance,-20dBFS,whisper,medium,0.05109100585417775,70,9,6,8,0,0,0.08247422680412371
30422892,insideAmbulance,-25dBFS,whisper,medium,0.0883448642895157,75,5,17,7,0,5,0.12371134020618557
30422892,insideAmbulance,-30dBFS,whisper,medium,0.05268759978712081,52,6,14,2,0,2,0.041237113402061855
30422892,insideAmbulance,-35dBFS,whisper,medium,0.04204364023416711,56,2,14,1,0,2,0.030927835051546393
30422892,insideCrowded,-15dBFS,whisper,medium,0.4028738690792975,264,67,64,24,4,4,0.32989690721649484
30422892,insideCrowded,-20dBFS,whisper,medium,0.16125598722724854,141,19,28,6,0,2,0.08247422680412371
30422892,insideCrowded,-25dBFS,whisper,medium,0.10377860564129857,82,7,19,1,3,4,0.08247422680412371
30422892,insideCrowded,-30dBFS,whisper,medium,0.06599254922831294,56,8,17,3,0,5,0.08247422680412371
30422892,insideCrowded,-35dBFS,whisper,medium,0.03778605641298563,44,4,9,2,0,3,0.05154639175257732
30422892,talking,-15dBFS,whisper,medium,0.13251729643427354,136,28,27,12,1,6,0.1958762886597938
30422892,talking,-20dBFS,whisper,medium,0.06599254922831294,71,6,23,2,0,4,0.061855670103092786
30422892,talking,-25dBFS,whisper,medium,0.06812134113890367,55,9,18,1,0,3,0.041237113402061855
30422892,talking,-30dBFS,whisper,medium,0.04470463012240553,45,3,12,1,0,2,0.030927835051546393
30422892,talking,-35dBFS,whisper,medium,0.05162320383182544,30,5,8,0,1,1,0.020618556701030927
30422892,trafficOutside,-15dBFS,whisper,medium,0.14582224587546566,95,14,19,5,2,3,0.10309278350515463
30422892,trafficOutside,-20dBFS,whisper,medium,0.07929749866950506,75,5,17,4,0,2,0.061855670103092786
30422892,trafficOutside,-25dBFS,whisper,medium,0.1202767429483768,66,11,28,5,1,6,0.12371134020618557
30422892,trafficOutside,-30dBFS,whisper,medium,0.08994145822245875,54,2,18,5,0,4,0.09278350515463918
30422892,trafficOutside,-35dBFS,whisper,medium,0.04044704630122405,43,2,14,3,0,2,0.05154639175257732
30476333,insideAmbulance,-15dBFS,whisper,medium,0.25842696629213485,185,29,80,20,1,3,0.21052631578947367
30476333,insideAmbulance,-20dBFS,whisper,medium,0.14775280898876406,130,12,58,10,2,1,0.11403508771929824
30476333,insideAmbulance,-25dBFS,whisper,medium,0.12471910112359551,111,8,56,11,2,2,0.13157894736842105
30476333,insideAmbulance,-30dBFS,whisper,medium,0.10674157303370786,103,6,58,8,1,1,0.08771929824561403
30476333,insideAmbulance,-35dBFS,whisper,medium,0.10786516853932585,106,3,57,14,1,1,0.14035087719298245
30476333,insideCrowded,-15dBFS,whisper,medium,0.4646067415730337,257,43,118,31,3,6,0.3508771929824561
30476333,insideCrowded,-20dBFS,whisper,medium,0.17415730337078653,159,13,71,20,1,0,0.18421052631578946
30476333,insideCrowded,-25dBFS,whisper,medium,0.13539325842696628,132,14,57,12,2,0,0.12280701754385964
30476333,insideCrowded,-30dBFS,whisper,medium,0.10617977528089888,102,7,49,10,2,0,0.10526315789473684
30476333,insideCrowded,-35dBFS,whisper,medium,0.10449438202247191,97,2,56,10,1,0,0.09649122807017543
30476333,talking,-15dBFS,whisper,medium,0.17921348314606741,164,16,63,27,4,0,0.2719298245614035
30476333,talking,-20dBFS,whisper,medium,0.12303370786516854,109,16,56,11,1,0,0.10526315789473684
30476333,talking,-25dBFS,whisper,medium,0.11292134831460675,111,10,56,7,4,0,0.09649122807017543
30476333,talking,-30dBFS,whisper,medium,0.1348314606741573,107,6,52,11,2,0,0.11403508771929824
30476333,talking,-35dBFS,whisper,medium,0.11067415730337078,106,5,58,9,1,0,0.08771929824561403
30476333,trafficOutside,-15dBFS,whisper,medium,0.19719101123595506,126,22,53,10,5,1,0.14035087719298245
30476333,trafficOutside,-20dBFS,whisper,medium,0.14213483146067415,121,9,61,9,4,0,0.11403508771929824
30476333,trafficOutside,-25dBFS,whisper,medium,0.12303370786516854,108,7,57,11,2,2,0.13157894736842105
30476333,trafficOutside,-30dBFS,whisper,medium,0.1146067415730337,112,7,60,9,1,1,0.09649122807017543
30476333,trafficOutside,-35dBFS,whisper,medium,0.11629213483146067,113,3,55,15,1,1,0.14912280701754385
30500236,insideAmbulance,-15dBFS,whisper,medium,0.20662650602409638,154,18,46,22,3,4,0.29896907216494845
30500236,insideAmbulance,-20dBFS,whisper,medium,0.0927710843373494,76,10,15,15,1,1,0.17525773195876287
30500236,insideAmbulance,-25dBFS,whisper,medium,0.08674698795180723,56,8,20,9,1,1,0.1134020618556701
30500236,insideAmbulance,-30dBFS,whisper,medium,0.05963855421686747,49,4,13,9,1,0,0.10309278350515463
30500236,insideAmbulance,-35dBFS,whisper,medium,0.05,51,3,10,6,1,0,0.07216494845360824
30500236,insideCrowded,-15dBFS,whisper,medium,0.4795180722891566,231,62,59,38,7,0,0.4639175257731959
30500236,insideCrowded,-20dBFS,whisper,medium,0.15903614457831325,127,21,30,20,1,1,0.2268041237113402
30500236,insideCrowded,-25dBFS,whisper,medium,0.0783132530120482,69,13,17,10,4,0,0.14432989690721648
30500236,insideCrowded,-30dBFS,whisper,medium,0.07168674698795181,58,8,13,9,1,2,0.12371134020618557
30500236,insideCrowded,-35dBFS,whisper,medium,0.10481927710843374,51,9,14,4,3,1,0.08247422680412371
30500236,talking,-15dBFS,whisper,medium,0.14879518072289158,112,20,28,19,2,3,0.24742268041237114
30500236,talking,-20dBFS,whisper,medium,0.08795180722891566,70,8,19,11,2,1,0.14432989690721648
30500236,talking,-25dBFS,whisper,medium,0.07951807228915662,60,9,17,9,0,3,0.12371134020618557
30500236,talking,-30dBFS,whisper,medium,0.05602409638554217,50,6,16,6,0,1,0.07216494845360824
30500236,talking,-35dBFS,whisper,medium,0.06265060240963856,50,4,15,6,0,5,0.1134020618556701
30500236,trafficOutside,-15dBFS,whisper,medium,0.172289156626506,88,18,16,18,4,1,0.23711340206185566
30500236,trafficOutside,-20dBFS,whisper,medium,0.09879518072289156,61,14,13,9,4,1,0.14432989690721648
30500236,trafficOutside,-25dBFS,whisper,medium,0.0783132530120482,58,6,10,7,1,1,0.09278350515463918
